CityTown,Location,StateTerritory,Country,Date,EstimateLow,EstimateHigh,Estimate,Actor,Source1,Source2,Source3,g_lat,g_lon,g_lat_jitter,g_lon_jitter,linkstatus
Dothan,Angel Of Hope Statue (Westgate Park),AL,US,6/30/2018,18,18,18,Families Belong Together,https://act.moveon.org/event/families-belong-together/20748/signup/?source=&s=,https://twitter.com/cathydebourgh/status/1013155118072586240,,31.2232313,-85.3904888,31.2197303,-85.3925278,Link
Dover,Legislative Mall,DE,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20521/signup/?source=&s=,https://www.delawareonline.com/story/news/2018/06/30/president-trumps-zero-tolerance-immigration-policies-spark-protests/745372002/,,39.158168,-75.5243682,39.158894,-75.5222452,Link
Downers Grove,DG North: Main St Parking Lot; Fishel Park,IL,US,6/30/2018,500,500,500,Families Belong Together,https://twitter.com/teacher_mama3/status/1013194737560547328,http://www.mysuburbanlife.com/lists/2018/07/01/60a1c1088036465faea495df22a286ff/index.xml?page=3,,41.8089191,-88.0111746,41.8136381,-88.0089486,Link
Doylestown,Old Bucks County Courthouse,PA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20009/signup/?source=&s=,,,40.3101063,-75.1298939,40.3110833,-75.1297429,Link
Dublin,City Hall Plaza,CA,US,6/30/2018,400,400,400,Families Belong Together,https://act.moveon.org/event/families-belong-together/20082/signup/?source=&s=,https://twitter.com/Kyoko4US/status/1013137884189114369,,37.7021521,-121.9357918,37.6991321,-121.9388518,Link
Duluth,MN Power Plaza,MN,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20773/signup/?source=&s=,https://www.wdio.com/news/families-belong-together-rally-duluth-/4970451/,,46.7866719,-92.1004852,46.7846359,-92.0999742,Link
Dunkirk,"Washington Park,",NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,http://www.observertoday.com/news/page-one/2018/07/community-shows-support-for-separated-families-at-border/,,42.4795019,-79.3339324,42.4763579,-79.3337204,Link
Durango,Buckley Park,CO,US,6/30/2018,30,30,30,Families Belong Together,https://act.moveon.org/event/families-belong-together/20575/signup/?source=&s=,https://www.facebook.com/events/251642718928224/,,37.27528,-107.8800667,37.277724,-107.8828987,Link
Durham ,,NC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,35.9940329,-78.898619,35.9923439,-78.903417,Link
East Haddam,Two Wrasslin' Cats,CT,US,6/30/2018,75,100,75 to 100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20691/signup/?source=&s=,https://www.newhavenindependent.org/index.php/branford/entry/families_belong_together_marches/,,41.5034351,-72.4757767,41.5058381,-72.4755407,Link
East Meadow,Nassau County Correctional Facility,NY,US,6/30/2018,30,40,30 to 40,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,via website,,40.7139898,-73.5590157,40.7135888,-73.5581127,Link
East Quogue,East Quogue Park,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19973/signup/?source=&s=,,,40.8406554,-72.5814814,40.8376144,-72.5811784,Link
East Setauket,,NY,US,6/30/2018,,,Unknown,Families Belong Together,http://longisland.news12.com/story/38547944/long-islanders-take-part-in-protests-over-immigration-policies,,,40.9293759,-73.1025502,40.9342789,-73.1071842,Link
Eastham,Windmill Green,MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20667/signup/?source=&s=,,,41.8299634,-69.9740361,41.8306714,-69.9781611,Link
Easthampton,Millside park,MA,US,6/30/2018,55,55,55,Families Belong Together,https://act.moveon.org/event/families-belong-together/20341/signup/?source=&s=,https://www.facebook.com/events/427219994355567/permalink/428709027539997/,,42.266757,-72.66898,42.266594,-72.671789,Link
Eau Claire,Eau Claire Wilson Park,WI,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20399/signup/?source=&s=,,,44.811349,-91.4984941,44.806438,-91.5016921,Link
Edinburg,Edinburg county court,TX,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20049/signup/?source=&s=,,,26.3017374,-98.1633432,26.2969534,-98.1638042,Link
Edison,Oak Tree Pond Park,NJ,US,6/30/2018,14,14,14,Families Belong Together,https://act.moveon.org/event/families-belong-together/20298/signup/?source=&s=,https://www.facebook.com/photo.php?fbid=10155718021979639&set=pcb.10155718042484639&type=3&theater,,40.5187154,-74.4120953,40.5184174,-74.4104593,Link
Edwards,Edwards Rest Stop,CO,US,6/30/2018,17,17,17,Families Belong Together,https://act.moveon.org/event/families-belong-together/20702/signup/?source=&s=,https://www.facebook.com/events/991847374315932/,,39.644986,-106.5942,39.64747,-106.594823,Link
El Cajon,City Hall,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20675/signup/?source=&s=,,,32.7947731,-116.9625269,32.7941741,-116.9628259,Link
El Paso,San Jacinto Plaza,TX,US,6/30/2018,1500,1500,"1,500",Families Belong Together,https://act.moveon.org/event/families-belong-together/20092/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,31.8039824,-106.2051484,31.8081494,-106.2060804,Link
Elgin,Corner of Kimball Street and Grove Avenue,IL,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20405/signup/?source=&s=,http://www.dailyherald.com/news/20180627/arlington-heights-elgin-other-suburbs-join-national-families-belong-together-rallies,,42.0354084,-88.2825668,42.0321194,-88.2781908,Link
Ellensburg,"Rotary Pavilion, 104 East 4th Avenue",WA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20371/signup/?source=&s=,,,46.9965144,-120.5478474,46.9915434,-120.5508254,Link
Elmira,Wisner Park,NY,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20500/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,42.0897965,-76.8077338,42.0862835,-76.8064768,Link
Encinitas,Swami's Beach Park (above the beach),CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20330/signup/?source=&s=,,,33.0369867,-117.2919818,33.0401307,-117.2884948,Link
Englewood,Depot Square,NJ,US,6/30/2018,100,100,100,Families Belong Together,https://www.app.com/story/news/new-jersey/2018/06/30/new-jersey-rallies-protest-families-being-separated-border/742305002/,,,40.8928771,-73.9726381,40.8958431,-73.9754241,Link
Essex Junction,5 Corners,VT,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20544/signup/?source=&s=,,,44.4905433,-73.1112207,44.4902303,-73.1064677,Link
Eugene,"Kesey square, also known as Broadway Plaza",OR,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19839/signup/?source=&s=,https://www.facebook.com/events/339766029883490/,,44.0520691,-123.0867536,44.0538431,-123.0895296,Link
Eureka,,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20083/signup/?source=&s=,,,40.8020712,-124.1636729,40.8000312,-124.1668439,Link
Evansville,Winfield K Denton Federal Building (Public Sidewalk),IN,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20343/signup/?source=&s=,https://www.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,37.9715592,-87.5710898,37.9737422,-87.5744998,Link
Everett,Snohomish County Superior Court,WA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20344/signup/?source=&s=,,,47.9789848,-122.2020795,47.9745748,-122.2054645,Link
Fair Harbor,,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,40.6406235,-73.1843746,40.6409365,-73.1834476,Link
Fairbanks,Golden Heart Plaza,AK,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20522/signup/?source=&s=,https://www.facebook.com/events/1909211695765918/,https://twitter.com/signaturedoc/status/1013215435947499521,64.8377778,-147.7163888,64.8405088,-147.7135288,Link
Fairfield,"Sherman Green Gazebo, Downtown Fairfield",CT,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20072/signup/?source=&s=,https://www.facebook.com/events/234997540622355/,https://www.facebook.com/pg/fairfielddtc/photos/?tab=album&album_id=2070041189681017,41.1408363,-73.2612615,41.1402443,-73.2620455,Link
Fairfield,Central Park Square,IA,US,6/30/2018,45,45,45,Families Belong Together,https://act.moveon.org/event/families-belong-together/20535/signup/?source=&s=,https://www.facebook.com/events/176464366354908/,,41.0076114,-91.9636914,41.0069214,-91.9674124,Link
Falmouth,Falmouth Village Green,MA,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20529/signup/?source=&s=,https://www.capenews.net/mashpee/news/immigration-activists-take-to-the-streets-of-falmouth/article_cf2a170e-0d72-5d11-8cc4-43a736d84b44.html,,41.5532208,-70.6085886,41.5519498,-70.6093916,Link
Fargo,downtown Fargo Library,ND,US,6/30/2018,200,200,200,Families Belong Together,https://twitter.com/familiesbelong/status/1013179764176314368,https://www.wdaz.com/news/4467376-locals-take-part-national-families-belong-together-rallies,http://www.wday.com/news/4467376-locals-take-part-national-families-belong-together-rallies,46.8771863,-96.7898034,46.8784853,-96.7850154,Link
Farmington,Farmington Post Office,ME,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20102/signup/?source=&s=,https://www.centralmaine.com/2018/06/30/augusta-farmington-immigration-rallies-draw-hundreds/,,44.6704998,-70.1512169,44.6728158,-70.1523279,Link
Farmington,in front of museum,NM,US,6/30/2018,150,150,150,Families Belong Together,https://www.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,,36.7280583,-108.2186856,36.7231153,-108.2199316,Link
Fayetteville,Town Center,AR,US,6/30/2018,1000,1000,"1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19952/signup/?source=&s=,https://5newsonline.com/2018/06/30/people-rally-in-fayetteville-against-family-separation/,,36.082156,-94.1718542,36.08605,-94.1755512,Link
Fire Island,,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,40.6475997,-73.1459474,40.6516257,-73.1485684,Link
Flagstaff,Flagstaff City Hall,AZ,US,6/30/2018,1000,1000,"1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20558/signup/?source=&s=,https://www.facebook.com/events/304958583376261/,https://twitter.com/333donna/status/1013212061310976000,35.1982836,-111.651302,35.1952606,-111.651938,Link
Flemington,courthouse,NJ,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/,https://www.facebook.com/photo.php?fbid=10215239872282933&set=pcb.10215239872682943&type=3&theater,https://www.tapinto.net/towns/flemington-slash-raritan/articles/photos-in-flemington-hundreds-stage-protest-at,40.5123258,-74.8593318,40.5082888,-74.8605388,Link
Flint,The Downtown Flat Lot,MI,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20348/signup/?source=&s=,http://www.wnem.com/story/38548861/families-belong-together-rally-held-in-flint,,43.0125274,-83.6874562,43.0101684,-83.6839512,Link
Florence,Mobile Plaza (North Court Street @ East Mobile Street),AL,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20382/signup/?source=&s=,,,34.79981,-87.677251,34.796273,-87.673202,Link
Ford Smith,74th Street (sidewalk in front of the post office),AR,US,6/30/2018,90,90,90,Families Belong Together,https://act.moveon.org/event/families-belong-together/19841/signup/?source=&s=,https://www.facebook.com/events/793056107557267/,http://www.swtimes.com/news/20180701/families-belong-together-movement-reaches-fort-smith,35.3859242,-94.3985475,35.3896972,-94.3948355,Link
Fort Bragg,Town Hall,CA,US,6/30/2018,32,32,32,Families Belong Together,https://act.moveon.org/event/families-belong-together/20026/signup/?source=&s=,https://www.facebook.com/events/866083180268269/,,39.445723,-123.8052935,39.442387,-123.8064825,Link
Fort Gratiot,"Birchwood Mall, on the right of way not the mall itself",MI,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/19865/signup/?source=&s=,https://www.thetimesherald.com/story/news/local/2018/06/30/crowd-protests-trumps-immigration-policies/748170002/,https://twitter.com/KossackDoReMI/status/1013480058525233152,43.0386178,-82.476888,43.0395688,-82.478134,Link
Fort Myers,Old Fort Myers County Court House,FL,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20439/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,26.640628,-81.8723084,26.643519,-81.8683904,Link
Fort Wayne,Allen County Courthouse Green,IN,US,6/30/2018,65,65,65,Families Belong Together,https://act.moveon.org/event/families-belong-together/20434/signup/?source=&s=,Facebook,,41.079273,-85.1393513,41.0777,-85.1385903,Link
Fort Worth,Tarrant County Court House,TX,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20316/signup/?source=&s=,https://www.star-telegram.com/news/local/community/fort-worth/article214112144.html,,32.7554883,-97.3307658,32.7548043,-97.3297308,Link
Framingham,Memorial Building,MA,US,6/30/2018,200,300,200 to 300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20205/signup/?source=&s=,https://framinghamsource.com/index.php/2018/06/30/photo-of-the-day-hundreds-attend-framingham-families-belong-together-protest/,,42.279286,-71.4161565,42.280961,-71.4137375,Link
Frankfort,Breidert Green,IL,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19923/signup/?source=&s=,https://patch.com/illinois/frankfort/splitting-families-border-not-what-us-protesters,,41.4958665,-87.8486613,41.4985075,-87.8461063,Link
Franklin,"The Gazebo in Downtown Franklin, NC - Across from the Courthouse",NC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20497/signup/?source=&s=,https://www.facebook.com/events/214089889212277/?active_tab=about,,35.1823171,-83.3815429,35.1808581,-83.3828689,Link
Frederick,Vista Shopping Center,MD,US,6/30/2018,250,250,250,Families Belong Together,https://act.moveon.org/event/families-belong-together/20878/signup/?source=&s=,https://www.facebook.com/groups/71826634198/permalink/10157861059039199/,,39.4142688,-77.4105409,39.4191698,-77.4098999,Link
Fremont,Veterans Park at Fremont Superior Court House,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20175/signup/?source=&s=,https://twitter.com/KenDenmead/status/1013106902140477440,,37.5482697,-121.9885719,37.5476267,-121.9846559,Link
Fresno,Courthouse Park,CA,US,6/30/2018,1000,1000,"1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20014/signup/?source=&s=,http://kmph.com/news/local/hundreds-show-up-for-the-families-belong-together-rally,,36.7377981,-119.7871247,36.7384271,-119.7894897,Link
Friday Harbor,San Juan county district court lawn,WA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19968/signup/?source=&s=,,,48.5342662,-123.0171242,48.5390132,-123.0191302,Link
Gallup,East Historic Highway,NM,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,https://www.facebook.com/events/401871593660530/,,35.5280783,-108.7425843,35.5280773,-108.7400853,Link
Gainesville,City Hall,FL,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20001/signup/?source=&s=,http://www.gainesville.com/news/20180630/community-participates-in-national-march,,29.6516344,-82.3248262,29.6526894,-82.3259422,Link
Galveston,4700 Seawall Blvd,TX,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20223/signup/?source=&s=,,,29.3013479,-94.7976958,29.3022479,-94.7995538,Link
Gastonia,Martin Luther King Monunment,NC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20751/signup/?source=&s=,,,35.262082,-81.1873005,35.262525,-81.1827335,Link
Geneva,Geneva Lakefront Visitors Center,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19986/signup/?source=&s=,,,42.8679836,-76.985557,42.8648526,-76.980688,Link
Gilette,Lasting Legacy Park,WY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20222/signup/?source=&s=,,,44.2910915,-105.5022205,44.2860925,-105.4981635,Link
Glen Ridge,Glen Ridge Congregational Church,NJ,US,6/30/2018,600,600,600,Families Belong Together,https://act.moveon.org/event/families-belong-together/20136/signup/?source=&s=,https://www.app.com/story/news/new-jersey/2018/06/30/new-jersey-rallies-protest-families-being-separated-border/742305002/,https://www.northjersey.com/story/news/essex/glen-ridge/2018/06/30/glen-ridge-churches-rally-collect-migrant-families/748674002/,40.805378,-74.2037566,40.804325,-74.2062816,Link
Glen Rock,Steps of Glen Rock Borough Hall,NJ,US,6/30/2018,13,15,13 to 15,Families Belong Together,https://act.moveon.org/event/families-belong-together/20492/signup/?source=&s=,https://www.facebook.com/photo.php?fbid=10155249813385728&set=pcb.10155249813450728&type=3&theater,,40.9628758,-74.1329207,40.9642308,-74.1330607,Link
Glens Falls,Rep. Stefanik's office,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19988/signup/?source=&s=,,,43.3095164,-73.6440058,43.3048404,-73.6393988,Link
Glenview,Glenview Veteran's Memorial,IL,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20596/signup/?source=&s=,http://www.chicagotribune.com/suburbs/highland-park/news/ct-hpn-immigration-detention-protest-north-suburbs-tl-0705-story.html,,42.0778065,-87.8223368,42.0759285,-87.8199638,Link
Glenwood Springs,Sayre Park,CO,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20688/signup/?source=&s=,https://twitter.com/ArnMenconi/status/1013095921628917760,https://www.facebook.com/events/1006367579515218/,39.5505376,-107.3247762,39.5532526,-107.3283582,Link
Goshen,Elkhart County Courthouse Steps,IN,US,6/30/2018,210,210,210,Families Belong Together,https://act.moveon.org/event/families-belong-together/20004/signup/?source=&s=,http://wsbt.com/news/local/families-belong-together-rallies-held-in-goshen-south-bend,https://www.facebook.com/events/769821860075006/,41.5822716,-85.8344383,41.5856036,-85.8393783,Link
Gouldsboro,,ME,US,6/30/2018,75,75,75,Families Belong Together,https://twitter.com/OldestVocation/status/1013171760454303744,,,44.47852,-68.039543,44.47604,-68.04022,Link
Granbury,Hood County Courthouse,TX,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19900/signup/?source=&s=,,,32.3818876,-97.87216,32.3798486,-97.870221,Link
Grand Forks,Parking Garage behind the County Office Building,ND,US,6/30/2018,130,150,130 to 150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20295/signup/?source=&s=,http://www.grandforksherald.com/news/government-and-politics/4467238-community-gathers-families-belong-together-rally-grand-forks,,47.9252568,-97.0328547,47.9227028,-97.0354317,Link
Grand Junction,Mesa County Old Courthouse,CO,US,6/30/2018,68,68,68,Families Belong Together,https://act.moveon.org/event/families-belong-together/20468/signup/?source=&s=,https://www.facebook.com/events/1865573850171693/,,39.0638705,-108.5506486,39.0669485,-108.5521596,Link
Grand Marais,Harbor Park,MN,US,6/30/2018,100,125,100 to 125,Families Belong Together,http://www.cookcountynews-herald.com/news/2018-07-07/General_News/Families_Belong_Together_rally_draws_over_100.html,https://twitter.com/bryanhansel/status/1013107431323394048,,47.7504469,-90.3342727,47.7554389,-90.3378737,Link
Grand Rapids,Rosa Parks Circle,MI,US,6/30/2018,600,600,600,Families Belong Together,https://act.moveon.org/event/families-belong-together/20057/signup/?source=&s=,https://www.wzzm13.com/article/news/hundreds-march-in-west-michigan-calling-for-immigrant-families-to-be-reunited/69-569466095,,42.9633599,-85.6680863,42.9654819,-85.6660063,Link
Grand Rapids,"Central School, Downtown Grand Rapids",MN,US,6/30/2018,14,150,14 to 150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20031/signup/?source=&s=,https://www.facebook.com/events/199103104247756/,http://www.grandrapidsmn.com/free_press/rally-for-families-draws-large-crowd/article_46c314bc-7edf-11e8-aafb-f3058680df69.html,47.2371658,-93.5302142,47.2329968,-93.5270162,Link
Grants Pass,,OR,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/,,,42.4390069,-123.3283925,42.4427219,-123.3296025,Link
Granville,Town Green,MA,US,6/30/2018,32,32,32,Families Belong Together,https://act.moveon.org/event/families-belong-together/20907/signup/?source=&s=,https://twitter.com/VoicesRisingTo1/status/1013063422257385472,https://twitter.com/VoicesRisingTo1/status/1013039946377125889,42.0996545,-72.9224329,42.1029965,-72.9272909,Link
Grass Valley,Brunswick & Sutton,CA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20623/signup/?source=&s=,https://www.theunion.com/news/local-news/families-together-draws-hundreds-in-grass-valley-photo-gallery/,,39.2190608,-121.0610606,39.2234628,-121.0644576,Link
Great Barrington,"Corner of Main Street and State Road in front of the ""GB"" shrubbery",MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20543/signup/?source=&s=,,,42.1959798,-73.362008,42.1999048,-73.36193,Link
Great Falls,Civic Center Steps,MT,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20285/signup/?source=&s=,http://www.kulr8.com/story/38549026/families-belong-together-rally-up-in-great-falls,http://www.khq.com/story/38549026/families-belong-together-rally-up-in-great-falls,47.5052849,-111.3007715,47.5073259,-111.2979005,Link
Great Neck,,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,40.8006567,-73.7284647,40.7999447,-73.7321957,Link
Green Bay,Green Bay CityDeck,WI,US,6/30/2018,700,700,700,Families Belong Together,https://act.moveon.org/event/families-belong-together/20129/signup/?source=&s=,https://www.stevenspointjournal.com/story/news/2018/06/30/wisconsin-protesters-denounce-separation-immigrant-families/734264002/,,44.5133188,-88.0132958,44.5093368,-88.0156478,Link
Greeneville,Greene County Courthouse,TN,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20340/signup/?source=&s=,http://wcyb.com/news/local/tri-cities-groups-join-in-national-families-belong-together-rally,,36.1347943,-82.820974,36.1312623,-82.821003,Link
Greenfield,Greenfield Town Common,MA,US,6/30/2018,200,206,200 to 206,Families Belong Together,https://act.moveon.org/event/families-belong-together/19892/signup/?source=&s=,http://www.recorder.com/Hundreds-flock-to-Greenfield-to-protest-Trump-s-zero-tolerance-policy-18546799,https://www.facebook.com/events/176336143214009/,42.587915,-72.5994104,42.588999,-72.5989934,Link
Greenfield,,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://greenfieldnews.com/article/south-county-joins-nationwide-immigration-reform-protests,,,36.3207998,-121.2438138,36.3197228,-121.2440368,Link
Greenport,Mitchell Park,NY,US,6/30/2018,40,40,40,Families Belong Together,https://act.moveon.org/event/families-belong-together/20071/signup/?source=&s=,https://patch.com/new-york/northfork/vigil-protesting-border-separation-draws-huge-crowd,,41.1034326,-72.3592501,41.1042646,-72.3553321,Link
Greensboro,Governmental Plaza,NC,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/?zip=27401&source=&s=,,,36.0726354,-79.7919754,36.0685594,-79.7880774,Link
Greensboro,LeBauer Park,NC,US,6/30/2018,300,494,300 to 494,Families Belong Together,https://act.moveon.org/event/families-belong-together/20838/signup/?akid=undefined&zip=&source=,https://www.facebook.com/events/253185405447292/,https://www.greensboro.com/news/local_news/hundreds-gather-in-greensboro-to-protest-separating-immigrant-children-from/article_cacebb76-a8d0-53d7-b67b-42c248980ed2.html,36.0726354,-79.7919754,36.0724574,-79.7917804,Link
Greenville,Pitt County Courthouse,NC,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20868/signup/?source=&s=,http://publicradioeast.org/post/protesters-rally-greenville-against-trumps-zero-tolerance-immigration-policy,,35.612661,-77.3663538,35.611684,-77.3652068,Link
Greenville,Graham plaza at main,SC,US,6/30/2018,250,250,250,Families Belong Together,https://act.moveon.org/event/families-belong-together/20525/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,34.8526176,-82.3940104,34.8547836,-82.3961824,Link
Greenwich,Town Hall,CT,US,6/30/2018,400,400,400,Families Belong Together,https://act.moveon.org/event/families-belong-together/20033/signup/?source=&s=,https://www.greenwichtime.com/local/article/Hundreds-gather-in-Greenwich-for-peaceful-protest-13040378.php,,41.0262417,-73.6281964,41.0253607,-73.6331564,Link
Gulfport,Steps & deck outside Gulfport Casino,FL,US,6/30/2018,72,500,72 to 500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20555/signup/?source=&s=,https://www.facebook.com/events/378177925922653/,,27.7483613,-82.7034334,27.7495983,-82.7020714,Link
Half Moon Bay,Mac Dutra Park,CA,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20555/signup/?source=&s=,https://twitter.com/CoastsideDems/status/1013112163651612673,https://www.hmbreview.com/news/hundreds-rally-for-immigrant-families/article_aa4c2350-8076-11e8-bd86-d7c8076723ca.html,37.4635519,-122.4285862,37.4659769,-122.4315972,Link
Hamilton,,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,42.8270136,-75.5446238,42.8233736,-75.5480308,Link
Hammond,Hammond Federal Building,IN,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20486/signup/?source=&s=,https://www.nwitimes.com/news/local/crime-and-courts/hundreds-turn-out-for-families-belong-together-protest-at-federal/article_9894a330-2f2e-5cfa-b37c-ca917e03296f.html,,41.5833688,-87.5000412,41.5802678,-87.4971682,Link
Hanover,Corner of Dartmouth College Green closest to Wheelock Street,NH,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20396/signup/?source=&s=,http://www.vnews.com/Immigration-Row-Also-Rallying-Young-Voters-18528964,,43.7022451,-72.2895526,43.7040921,-72.2919216,Link
Harrisburg,Capitol Steps,PA,US,6/30/2018,325,325,325,Families Belong Together,https://act.moveon.org/event/families-belong-together/20103/signup/?source=&s=,https://www.pennlive.com/politics/index.ssf/2018/06/families_belong_together_hundr.html,,40.2731911,-76.8867008,40.2747301,-76.8844688,Link
Harrisonburg,Court Square,VA,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20315/signup/?source=&s=,https://twitter.com/IndivisibleHBur/status/1013066736843796481,,38.5454265,-78.9288242,38.5412895,-78.9249212,Link
Hart,Hart Commons,MI,US,6/30/2018,30,30,30,Families Belong Together,https://act.moveon.org/event/families-belong-together/20755/signup/?source=&s=,https://twitter.com/wilmaroohoo/status/1013133655001137163,,43.6983407,-86.3639652,43.6996427,-86.3680802,Link
